commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
a5f6d97ae8c6cef67430050f3caeee3a47efda8b,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
a82ba2f5b5caecef4a6854a4eca0b683fdfaa3f1,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
a9e136b9856ec08508d03d3e6d39ff3def82eae3,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
b1774c46cb5819d5bb17f17e7f668d578a6999aa,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
b65fa53218b0fcd747a61810931b9e28607748bf,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
b87f947b4e89e648d2f62055fd455a72af7a1f73,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
bbde08f8025c3a3714b9027d02651c3f1df3e14c,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
bf51c99077c645f6e0155807804048cedc185090,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
c1812a230c12512737e255aba712d23ae9536b49,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
c2113ce0f85cc211e2fbd306c6cd30a732f955c0,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
c2e2402973dd06328c84d7b4d43e98daa882cd9d,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
c527fb0639bc8cb73101ef275bb91da6964daff8,82,42,2,16,17,93,"[259, 295, 327, 330, 78, 400, 20, 502, 89, 703]"
c675c99057f050b8b855a68db2a8d0276ea5cbd8,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
c6fe4224bf4835db59e79a0c94c86e092b5e03fd,83,42,1,16,16,94,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
cd69d47462aefbeb426b86c9d252bbaab0194fe2,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
d162e4912fc24b4a288181bd3317bc19b34e0b85,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
d1b0926f7262cb276f91f1d947ddae026bc561b9,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
d2b419ca4b94fe2be6f298489f871ea79b51408d,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
d36a6173cdcbb76f65939cf26bc5cedfea9a21e5,81,42,1,15,15,94,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
d5072b04fd6beae208d415325a9b103a0fe16e69,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
d6e7d0e083bb7653d4be92680ccc2880cd2780e1,83,42,1,16,16,94,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
db5f756e19d83ac96b7c14fb7d0269dcedaf66c0,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
dd7c5b72cde4e1cdde887a245eb4e82c628638fd,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
de0306711f259eb903ce0ab71c0217b2d9d22b52,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
e2f2dac25b137d458d443262cb6331c3ab394de0,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
e308aa7c65296209206f636c0f4b903a3a6e2e2c,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
e3d32ec19095161715a86c1d982f35b3d7c5f2df,83,42,1,16,16,94,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
e59017eb295b66f5ae1c7f81ffd38f4c316f98bd,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
e8607f28fb479f8ade8dad892ea552dbc57c6322,83,42,1,16,16,94,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
ed4289cae65165b54c475a8e946e21aaf492e0d8,83,42,1,16,16,94,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
f1c0012b9936ceb69bda6a88b7306de37b917938,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
f2776f1a6c4df1e17a7016852d9d537e656940d1,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
f638f2d45f3f58556507607da7ac7cb5587f324a,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
f8eaea45f48c0fef74f742faa56e79882cfc7656,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
fad1c82bef91cff9d63e2511d69251a3221fd5a2,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
fb800691482bcecba911f849b551a6bddbc2cdb5,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
fbd8c81f5d6c6113ff3255579d00660eba60760b,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
fe6fa309d39b0df731d160a25ad6e2da29daa5d9,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
fe85490f53a262098d6906c39008625b4d9d7bf8,82,42,1,16,16,93,"[259, 295, 327, 330, 78, 400, 20, 502, 703]"
