commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
cfb7d2fa47f13799a19088d880fb6ac06b95f970,65,1,0,2,5,59,"[330, 78, 20, 502, 22, 703]"
d78fe9374397ba73f16c7ba21b1b1b879a73400b,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
dc731f8bf28894ba2a327a19077b0622dabfe468,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
dd51b696e5c473c55dc20ed51ed7ad0cefee29b9,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
e0031c63bcca5c0d7707998cefb9854bef9e8b3c,63,1,0,0,5,59,"[330, 78, 20, 502, 22, 703]"
e19ceaaff020b94825e928d2709e26aa4d863395,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
e3e87f611096c10c7b019df65fa116ffdea2dd99,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
e5cf0558d87943103541c12d792fbaa0114030d1,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
e7c540f4159e1dc0ba25e3f4273907942aa50c61,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
e80b9d0e47fd2078630a6a77836ecc29988ab6e7,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
ed2f9f3305fd73dd5eb8bf7a4691fc735e2342b4,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
f0bf50eb7f5f71136564f1c489d013a805a9992c,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
f737823bacfa83785adc32645eb97919d4039857,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
f8280a12be5c80faffbcf2979cb2eef9c3a31fdc,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
fbce0b132ccbdd05da903d7147b6583f10ef6cc4,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
fc32f162a0c2d185754c8610f03a28e2e2d6733c,63,1,0,0,5,59,"[330, 78, 20, 502, 22, 703]"
fea7096cbe5eb1fb77d96ed1a1bc6a429366fe11,63,1,0,4,5,55,"[330, 78, 20, 502, 22, 703]"
